App;Open;date
youtube;openedApp;2023-01-27T16:31:04Z
youtube;openedApp;2023-01-28T07:57:11Z
youtube;dismissedAppOpening;2023-01-28T08:02:17Z
youtube;dismissedAppOpening;2023-01-28T08:02:19Z
youtube;dismissedAppOpening;2023-01-28T08:02:23Z
youtube;openedApp;2023-01-28T08:02:35Z
youtube;openedApp;2023-01-28T08:10:10Z
youtube;openedApp;2023-01-28T11:27:55Z
youtube;dismissedAppOpening;2023-01-29T04:32:41Z
youtube;openedApp;2023-01-29T04:33:04Z
youtube;openedApp;2023-01-29T13:25:08Z
youtube;dismissedAppOpening;2023-01-29T13:50:44Z
youtube;dismissedAppOpening;2023-01-29T13:50:47Z
youtube;openedApp;2023-01-29T17:02:50Z
youtube;openedApp;2023-01-29T17:19:24Z
youtube;dismissedAppOpening;2023-01-30T17:04:32Z
twitter;openedApp;2023-01-30T17:14:24Z
youtube;openedApp;2023-01-30T18:18:24Z
youtube;openedApp;2023-01-31T06:59:46Z
youtube;openedApp;2023-01-31T07:10:31Z
twitter;openedApp;2023-01-31T10:43:06Z
twitter;dismissedAppOpening;2023-01-31T11:19:22Z
youtube;openedApp;2023-01-31T12:37:58Z
twitter;dismissedAppOpening;2023-01-31T17:02:28Z
twitter;openedApp;2023-01-31T17:02:47Z
twitter;openedApp;2023-01-31T17:08:08Z
twitter;openedApp;2023-01-31T17:12:06Z
twitter;openedApp;2023-01-31T18:17:45Z
youtube;openedApp;2023-01-31T22:00:01Z
twitter;dismissedAppOpening;2023-02-01T07:05:20Z
youtube;openedApp;2023-02-01T09:23:09Z
youtube;dismissedAppOpening;2023-02-01T11:27:12Z
youtube;openedApp;2023-02-01T13:50:41Z
twitter;dismissedAppOpening;2023-02-01T15:38:42Z
twitter;dismissedAppOpening;2023-02-01T21:29:25Z
youtube;openedApp;2023-02-02T06:16:06Z
twitter;dismissedAppOpening;2023-02-02T16:35:43Z
youtube;openedApp;2023-02-02T16:41:51Z
youtube;openedApp;2023-02-02T20:20:19Z
twitter;openedApp;2023-02-03T09:22:55Z
youtube;openedApp;2023-02-03T11:16:42Z
twitter;openedApp;2023-02-03T12:37:16Z
twitter;openedApp;2023-02-03T12:38:53Z
youtube;dismissedAppOpening;2023-02-03T15:51:33Z
youtube;openedApp;2023-02-03T15:51:43Z
youtube;openedApp;2023-02-03T15:53:55Z
youtube;dismissedAppOpening;2023-02-04T07:37:24Z
youtube;dismissedAppOpening;2023-02-04T07:51:52Z
twitter;openedApp;2023-02-04T15:46:54Z
youtube;openedApp;2023-02-04T17:09:13Z
twitter;openedApp;2023-02-04T19:27:50Z
twitter;openedApp;2023-02-04T19:32:05Z
youtube;openedApp;2023-02-04T19:39:40Z
youtube;dismissedAppOpening;2023-02-04T19:45:30Z
youtube;openedApp;2023-02-04T19:48:28Z
youtube;openedApp;2023-02-04T23:44:45Z
youtube;dismissedAppOpening;2023-02-05T08:26:08Z
youtube;openedApp;2023-02-05T08:26:27Z
youtube;openedApp;2023-02-05T08:29:02Z
youtube;openedApp;2023-02-05T08:50:52Z
youtube;dismissedAppOpening;2023-02-05T08:54:50Z
youtube;openedApp;2023-02-05T08:58:07Z
twitter;openedApp;2023-02-05T14:21:30Z
twitter;dismissedAppOpening;2023-02-05T14:39:07Z
youtube;openedApp;2023-02-05T18:03:47Z
twitter;openedApp;2023-02-05T20:06:39Z
youtube;openedApp;2023-02-06T17:28:16Z
youtube;openedApp;2023-02-06T18:06:09Z
youtube;dismissedAppOpening;2023-02-07T18:52:18Z
youtube;openedApp;2023-02-07T18:52:40Z
youtube;openedApp;2023-02-07T18:57:37Z
youtube;openedApp;2023-02-07T19:09:23Z
youtube;dismissedAppOpening;2023-02-08T08:02:55Z
youtube;openedApp;2023-02-08T08:03:04Z
youtube;openedApp;2023-02-08T08:29:47Z
youtube;openedApp;2023-02-08T09:57:45Z
youtube;openedApp;2023-02-08T10:41:32Z
youtube;openedApp;2023-02-11T08:53:33Z
twitter;openedApp;2023-02-11T08:59:46Z
youtube;openedApp;2023-02-11T09:17:37Z
youtube;openedApp;2023-02-11T12:56:00Z
youtube;openedApp;2023-02-11T14:17:35Z
youtube;openedApp;2023-02-11T22:57:22Z
youtube;dismissedAppOpening;2023-02-11T23:01:33Z
youtube;openedApp;2023-02-12T18:41:46Z
youtube;dismissedAppOpening;2023-02-12T20:34:26Z
twitter;dismissedAppOpening;2023-02-13T08:24:31Z
twitter;dismissedAppOpening;2023-02-13T08:24:35Z
twitter;dismissedAppOpening;2023-02-13T08:24:37Z
twitter;dismissedAppOpening;2023-02-13T08:25:05Z
youtube;openedApp;2023-02-13T09:12:47Z
twitter;dismissedAppOpening;2023-02-13T18:08:07Z
twitter;dismissedAppOpening;2023-02-13T18:08:31Z
youtube;openedApp;2023-02-13T18:40:12Z
youtube;dismissedAppOpening;2023-02-13T21:33:01Z
youtube;openedApp;2023-02-14T09:28:12Z
youtube;openedApp;2023-02-14T10:52:46Z
youtube;dismissedAppOpening;2023-02-15T10:30:07Z
youtube;dismissedAppOpening;2023-02-15T11:29:43Z
youtube;openedApp;2023-02-15T16:58:21Z
youtube;openedApp;2023-02-15T21:10:08Z
youtube;openedApp;2023-02-15T22:00:56Z
youtube;dismissedAppOpening;2023-02-16T15:45:44Z
youtube;openedApp;2023-02-16T15:46:01Z
youtube;openedApp;2023-02-16T20:01:57Z
twitter;dismissedAppOpening;2023-02-17T22:43:03Z
twitter;openedApp;2023-02-17T22:43:18Z
youtube;openedApp;2023-02-18T06:47:23Z
youtube;openedApp;2023-02-18T09:35:22Z
youtube;openedApp;2023-02-18T15:25:20Z
youtube;openedApp;2023-02-18T23:44:15Z
youtube;openedApp;2023-02-19T14:15:31Z
youtube;openedApp;2023-02-19T18:16:37Z
youtube;openedApp;2023-02-20T07:33:47Z
youtube;dismissedAppOpening;2023-02-20T14:17:11Z
youtube;openedApp;2023-02-20T16:08:44Z
youtube;dismissedAppOpening;2023-02-20T16:53:56Z
youtube;openedApp;2023-02-20T17:44:14Z
youtube;dismissedAppOpening;2023-02-20T18:05:27Z
youtube;openedApp;2023-02-21T21:52:54Z
youtube;openedApp;2023-02-22T18:07:50Z
twitter;openedApp;2023-02-23T12:44:27Z
twitter;openedApp;2023-02-23T12:51:34Z
twitter;openedApp;2023-02-25T22:51:39Z
youtube;dismissedAppOpening;2023-02-26T07:09:09Z
youtube;openedApp;2023-02-26T07:09:24Z
youtube;dismissedAppOpening;2023-02-26T07:59:10Z
youtube;dismissedAppOpening;2023-02-26T12:41:18Z
youtube;dismissedAppOpening;2023-02-26T12:49:18Z
youtube;openedApp;2023-02-26T21:04:48Z
youtube;openedApp;2023-02-27T07:18:17Z
youtube;openedApp;2023-02-27T07:30:05Z
youtube;openedApp;2023-02-27T16:39:11Z
mydealz;dismissedAppOpening;2023-02-27T17:45:32Z
youtube;openedApp;2023-02-27T17:46:19Z
youtube;openedApp;2023-02-27T21:08:36Z
mydealz;openedApp;2023-02-28T07:10:26Z
mydealz;openedApp;2023-02-28T07:17:28Z
mydealz;dismissedAppOpening;2023-02-28T07:36:31Z
mydealz;dismissedAppOpening;2023-02-28T07:36:33Z
mydealz;dismissedAppOpening;2023-02-28T08:32:10Z
mydealz;dismissedAppOpening;2023-02-28T08:32:23Z
mydealz;dismissedAppOpening;2023-02-28T08:32:30Z
mydealz;openedApp;2023-02-28T08:32:49Z
mydealz;openedApp;2023-02-28T11:16:13Z
mydealz;dismissedAppOpening;2023-02-28T13:52:58Z
mydealz;dismissedAppOpening;2023-02-28T19:26:00Z
mydealz;openedApp;2023-02-28T21:42:45Z
mydealz;dismissedAppOpening;2023-02-28T21:46:31Z
mydealz;dismissedAppOpening;2023-02-28T21:46:33Z
mydealz;dismissedAppOpening;2023-02-28T21:46:34Z
mydealz;dismissedAppOpening;2023-03-01T07:46:09Z
mydealz;dismissedAppOpening;2023-03-01T07:46:12Z
mydealz;dismissedAppOpening;2023-03-01T07:46:19Z
mydealz;dismissedAppOpening;2023-03-01T07:47:46Z
mydealz;openedApp;2023-03-01T07:49:37Z
mydealz;dismissedAppOpening;2023-03-01T07:58:25Z
youtube;openedApp;2023-03-01T07:59:17Z
mydealz;openedApp;2023-03-01T09:49:14Z
mydealz;dismissedAppOpening;2023-03-01T09:51:41Z
mydealz;openedApp;2023-03-01T10:25:23Z
mydealz;openedApp;2023-03-01T10:29:12Z
youtube;openedApp;2023-03-01T13:37:51Z
youtube;openedApp;2023-03-01T15:51:21Z
youtube;dismissedAppOpening;2023-03-01T22:15:11Z
youtube;dismissedAppOpening;2023-03-01T22:15:28Z
youtube;openedApp;2023-03-01T23:06:53Z
mydealz;openedApp;2023-03-02T09:39:17Z
mydealz;dismissedAppOpening;2023-03-02T09:39:18Z
mydealz;openedApp;2023-03-02T10:55:31Z
mydealz;dismissedAppOpening;2023-03-02T11:01:51Z
mydealz;dismissedAppOpening;2023-03-02T11:01:52Z
mydealz;dismissedAppOpening;2023-03-02T11:41:53Z
mydealz;openedApp;2023-03-02T13:45:52Z
youtube;openedApp;2023-03-02T20:54:56Z
mydealz;dismissedAppOpening;2023-03-02T21:37:30Z
mydealz;openedApp;2023-03-02T21:40:48Z
mydealz;openedApp;2023-03-02T21:46:21Z
mydealz;openedApp;2023-03-02T22:52:01Z
mydealz;dismissedAppOpening;2023-03-03T08:07:43Z
mydealz;openedApp;2023-03-03T10:41:01Z
mydealz;openedApp;2023-03-03T10:51:17Z
mydealz;openedApp;2023-03-03T12:42:14Z
youtube;openedApp;2023-03-03T18:49:25Z
youtube;dismissedAppOpening;2023-03-03T19:12:10Z
mydealz;openedApp;2023-03-03T19:12:48Z
youtube;dismissedAppOpening;2023-03-03T19:13:58Z
youtube;openedApp;2023-03-04T16:26:45Z
mydealz;dismissedAppOpening;2023-03-04T22:21:24Z
mydealz;openedApp;2023-03-04T22:24:27Z
mydealz;dismissedAppOpening;2023-03-04T22:31:23Z
youtube;openedApp;2023-03-04T22:34:00Z
mydealz;openedApp;2023-03-04T23:42:33Z
mydealz;dismissedAppOpening;2023-03-05T07:54:22Z
youtube;dismissedAppOpening;2023-03-05T18:37:23Z
mydealz;openedApp;2023-03-05T22:15:36Z
mydealz;dismissedAppOpening;2023-03-05T22:59:00Z
mydealz;dismissedAppOpening;2023-03-05T22:59:09Z
mydealz;openedApp;2023-03-05T22:59:50Z
mydealz;dismissedAppOpening;2023-03-05T23:04:44Z
mydealz;dismissedAppOpening;2023-03-05T23:04:47Z
youtube;openedApp;2023-03-06T06:30:18Z
mydealz;dismissedAppOpening;2023-03-06T06:37:07Z
mydealz;dismissedAppOpening;2023-03-06T08:54:29Z
mydealz;openedApp;2023-03-06T09:46:36Z
youtube;openedApp;2023-03-06T15:58:49Z
youtube;dismissedAppOpening;2023-03-06T17:53:54Z
mydealz;openedApp;2023-03-07T06:01:32Z
youtube;openedApp;2023-03-07T06:10:18Z
mydealz;dismissedAppOpening;2023-03-07T11:08:19Z
mydealz;openedApp;2023-03-07T18:11:14Z
mydealz;dismissedAppOpening;2023-03-07T18:15:53Z
mydealz;openedApp;2023-03-07T18:16:10Z
mydealz;dismissedAppOpening;2023-03-08T07:16:24Z
mydealz;dismissedAppOpening;2023-03-08T07:16:24Z
mydealz;dismissedAppOpening;2023-03-08T08:37:05Z
mydealz;openedApp;2023-03-08T08:38:13Z
mydealz;openedApp;2023-03-08T10:56:09Z
mydealz;openedApp;2023-03-08T14:26:40Z
