ID;date;device;type;os;category;superCategory;time_spent;frequency
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2400;18
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1800;14
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;660;8
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;600;14
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;System;Other;600;4
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;7
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;240;2
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;Mobility;Other;240;11
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-05-08 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;3
hwyr5z1l;2023-05-08 00:00:00+00:00;tablet;app;ios;Shopping ;Entertainment;240;1
hwyr5z1l;2023-05-08 00:00:00+00:00;tablet;app;ios;System;Other;240;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;4080;17
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;2340;38
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;1080;16
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;System;Other;900;2
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Mobility;Other;540;20
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;180;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Video;Entertainment;180;2
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;3
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;System;Other;180;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Delivery;Other;60;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;180;3
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Food;Other;60;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;app;ios;News;Entertainment;60;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;website;ios;News;Entertainment;840;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;website;ios;Web Browser / Search Machine ;Other;600;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;website;ios;Shopping ;Entertainment;480;1
hwyr5z1l;2023-05-09 00:00:00+00:00;phone;website;ios;News;Entertainment;300;1
hwyr5z1l;2023-05-09 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;11400;7
hwyr5z1l;2023-05-09 00:00:00+00:00;tablet;app;ios;Video;Entertainment;3000;1
hwyr5z1l;2023-05-09 00:00:00+00:00;tablet;app;ios;System;Other;60;1
hwyr5z1l;2023-05-09 00:00:00+00:00;tablet;app;ios;News;Entertainment;60;1
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;2700;31
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;1920;21
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;960;11
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;420;7
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;360;10
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;240;1
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;4
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;System;Other;180;4
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Mobility;Other;120;3
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Delivery;Other;120;10
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;120;1
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Mobility;Other;60;2
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;News;Entertainment;60;3
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Sport;Other;60;1
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;60;3
hwyr5z1l;2023-05-10 00:00:00+00:00;phone;app;ios;Work;Study / Work ICT;60;4
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;2040;36
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;1320;8
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1020;22
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;System;Other;660;2
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;600;6
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;420;4
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Sport;Other;540;1
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Social Media;Social Media;360;9
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Mobility;Other;300;13
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;6
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;240;4
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;7
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;System;Other;60;6
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;60;1
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Navigation;Other;60;2
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Delivery;Other;60;3
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;Food;Other;60;3
hwyr5z1l;2023-05-11 00:00:00+00:00;phone;app;ios;News;Entertainment;60;1
hwyr5z1l;2023-05-11 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;16680;4
hwyr5z1l;2023-05-11 00:00:00+00:00;tablet;app;ios;System;Other;1200;2
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3180;29
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;1620;46
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;660;12
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;480;8
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Video;Entertainment;300;1
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;System;Other;240;4
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Social Media;Social Media;240;7
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;10
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;180;6
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;System;Other;180;1
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Photos;Entertainment;180;8
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;System;Other;120;4
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;7
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;System;Other;120;9
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;60;1
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;News;Entertainment;60;3
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Sport;Other;60;3
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Work;Study / Work ICT;60;4
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;3
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Navigation;Other;60;1
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-05-12 00:00:00+00:00;phone;app;ios;Finance;Other;120;1
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3480;24
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Food;Other;900;1
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;660;3
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;System;Other;540;4
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Photos;Entertainment;480;3
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;360;16
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;System;Other;300;4
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;180;4
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;4
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;120;2
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Finance;Other;120;2
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;1
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;2
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Navigation;Other;60;2
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Sport;Other;60;1
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Navigation;Other;60;2
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Sport;Other;60;2
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;60;1
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;1
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;News;Entertainment;60;2
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Delivery;Other;60;4
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;News;Entertainment;60;1
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Reading / Books;Entertainment;660;2
hwyr5z1l;2023-05-13 00:00:00+00:00;phone;app;ios;Reading / Books;Entertainment;720;1
hwyr5z1l;2023-05-13 00:00:00+00:00;tablet;app;ios;Notes;Study / Work ICT;3240;1
hwyr5z1l;2023-05-13 00:00:00+00:00;tablet;app;ios;Reading / Books;Entertainment;960;1
hwyr5z1l;2023-05-13 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;840;1
hwyr5z1l;2023-05-13 00:00:00+00:00;tablet;app;ios;Shopping ;Entertainment;240;1
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;5460;24
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;System;Other;1080;2
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;420;5
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;2
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;360;1
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Food;Other;360;1
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;300;13
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;240;4
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;2
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Navigation;Other;180;1
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Navigation;Other;180;3
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Sport;Other;180;1
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;2
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;4
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;2
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Photos;Entertainment;120;1
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Sport;Other;60;1
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;60;1
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Sport;Other;60;1
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-05-14 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;180;1
hwyr5z1l;2023-05-14 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;1320;1
hwyr5z1l;2023-05-14 00:00:00+00:00;tablet;app;ios;System;Other;240;1
hwyr5z1l;2023-05-14 00:00:00+00:00;tablet;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;1920;14
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;1620;4
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1380;4
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1080;17
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Video;Entertainment;900;1
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;480;17
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;420;26
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;240;7
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Mobility;Other;120;3
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;5
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;Delivery;Other;60;3
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-05-15 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3360;15
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1860;28
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;1440;35
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;System;Other;840;2
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Mobility;Other;780;28
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;600;27
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;540;4
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Delivery;Other;480;10
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;480;3
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;420;1
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;240;2
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;System;Other;240;1
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;System;Other;240;1
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;180;1
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Food;Other;180;5
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;1
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;System;Other;120;5
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;120;3
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Video;Entertainment;120;1
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;4
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Navigation;Other;120;1
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-16 00:00:00+00:00;phone;app;ios;Navigation;Other;60;1
hwyr5z1l;2023-05-16 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;7380;6
hwyr5z1l;2023-05-16 00:00:00+00:00;tablet;app;ios;Video;Entertainment;840;1
hwyr5z1l;2023-05-16 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;180;2
hwyr5z1l;2023-05-16 00:00:00+00:00;tablet;app;ios;System;Other;60;1
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;1500;18
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;780;19
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;600;14
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;600;26
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Delivery;Other;600;20
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Food;Other;540;7
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;540;16
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Mobility;Other;360;7
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Video;Entertainment;300;1
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Social Media;Social Media;180;1
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;4
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Photos;Entertainment;180;4
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Sport;Other;120;1
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;2
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-05-17 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;7140;34
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1260;20
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;840;16
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;780;1
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;780;5
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Video;Entertainment;660;1
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;360;1
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;300;3
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Mobility;Other;240;8
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;System;Other;240;1
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Navigation;Other;120;1
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;120;3
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;4
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;1
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;System;Other;60;8
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Navigation;Other;60;1
hwyr5z1l;2023-05-18 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;4
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3180;13
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Video;Entertainment;3000;1
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1020;38
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;720;1
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;660;30
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;System;Other;600;17
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Photos;Entertainment;480;4
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Navigation;Other;240;1
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Social Media;Social Media;420;1
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;6
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;System;Other;180;2
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;180;1
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;3
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;3
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;120;7
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;System;Other;120;1
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;System;Other;60;9
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Work;Study / Work ICT;60;1
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-05-19 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-20 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2100;12
hwyr5z1l;2023-05-20 00:00:00+00:00;phone;app;ios;Food;Other;600;3
hwyr5z1l;2023-05-20 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;600;38
hwyr5z1l;2023-05-20 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;4
hwyr5z1l;2023-05-20 00:00:00+00:00;phone;app;ios;Photos;Entertainment;240;4
hwyr5z1l;2023-05-20 00:00:00+00:00;phone;app;ios;Sport;Other;180;1
hwyr5z1l;2023-05-20 00:00:00+00:00;phone;app;ios;System;Other;120;10
hwyr5z1l;2023-05-20 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;120;1
hwyr5z1l;2023-05-20 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;2
hwyr5z1l;2023-05-20 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;2
hwyr5z1l;2023-05-20 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;3
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3660;23
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Real Estate;Other;1080;4
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Video;Entertainment;660;1
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Sport;Other;540;2
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;480;1
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;6
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;300;1
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;180;10
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;1
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Sport;Other;180;1
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Reading / Books;Entertainment;120;1
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Photos;Entertainment;60;1
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;2
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;Sport;Other;60;1
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;System;Other;60;3
hwyr5z1l;2023-05-21 00:00:00+00:00;phone;app;ios;News;Entertainment;60;4
