ID;date;device;type;os;category;superCategory;time_spent;frequency
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;60;8
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;System;Other;60;3
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Finance;Other;60;2
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Video;Entertainment;7920;2
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3000;24
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Food;Other;1080;15
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;660;13
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Mobility;Other;480;24
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;7
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;180;13
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Navigation;Other;180;6
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;180;8
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;180;7
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Photos;Entertainment;120;5
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Mobility;Other;120;1
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Real Estate;Other;60;1
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-06-06 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;5
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Video;Entertainment;4380;1
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Video;Entertainment;2940;4
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2160;4
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1620;30
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;660;7
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;5
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;360;1
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;300;1
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;240;1
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;180;12
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Mobility;Other;180;4
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;180;1
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;4
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;2
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;60;4
hwyr5z1l;2023-06-07 00:00:00+00:00;phone;app;ios;Food;Other;60;2
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Video;Entertainment;7860;2
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Video;Entertainment;2880;2
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2520;19
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;1740;1
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Photos;Entertainment;1200;10
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;600;11
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;420;9
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;360;1
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;System;Other;300;1
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;120;2
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;2
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;60;2
hwyr5z1l;2023-06-08 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3060;17
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Video;Entertainment;2820;1
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Video;Entertainment;1680;1
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;1320;41
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1020;24
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;600;17
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;420;1
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;240;5
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;6
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Mobility;Other;180;10
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;1
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;60;5
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;System;Other;60;4
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;1
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Food;Other;60;1
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;3
hwyr5z1l;2023-06-09 00:00:00+00:00;phone;app;ios;Navigation;Other;60;1
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;4920;17
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;3360;4
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;System;Other;2940;10
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Food;Other;1500;5
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Video;Entertainment;1140;1
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1140;24
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Vacation / Free Time / Events;Other;1020;1
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Video;Entertainment;900;1
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;5
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;300;11
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Mobility;Other;300;17
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;5
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;120;2
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Navigation;Other;120;1
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;120;1
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;1
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;News;Entertainment;60;4
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-06-10 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-06-10 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;60;2
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;5460;28
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;4260;21
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Video;Entertainment;3540;2
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;1080;1
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Video;Entertainment;480;4
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;System;Other;360;1
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;360;1
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;4
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Navigation;Other;240;5
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;4
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;180;4
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Photos;Entertainment;180;1
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;4
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Navigation;Other;120;2
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;4
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;System;Other;60;3
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Video;Entertainment;60;1
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;1
hwyr5z1l;2023-06-11 00:00:00+00:00;phone;app;ios;Food;Other;60;1
hwyr5z1l;2023-06-11 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;300;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3360;7
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Video;Entertainment;1380;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;420;7
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;540;12
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;480;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;480;33
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;180;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;180;2
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Navigation;Other;180;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Social Media;Social Media;180;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Mobility;Other;180;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;120;7
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Photos;Entertainment;60;1
hwyr5z1l;2023-06-12 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;900;3
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2220;20
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;1620;1
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Video;Entertainment;1320;1
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;960;4
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;960;18
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;960;50
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;420;3
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;360;20
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;11
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Photos;Entertainment;360;4
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;News;Entertainment;300;11
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;120;1
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Mobility;Other;120;3
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;2
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;System;Other;60;4
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Navigation;Other;60;1
hwyr5z1l;2023-06-13 00:00:00+00:00;phone;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1620;27
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;1500;14
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1440;13
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;720;7
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Mobility;Other;480;18
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Mobility;Other;420;3
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;8
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;360;1
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Social Media;Social Media;240;4
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;240;6
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;240;9
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;4
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;System;Other;120;1
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;System;Other;60;4
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Navigation;Other;60;7
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Photos;Entertainment;60;1
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Navigation;Other;60;5
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Video;Entertainment;60;1
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;System;Other;60;5
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1620;27
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;1500;14
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1440;13
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;720;7
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Mobility;Other;480;18
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Mobility;Other;420;3
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;8
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;360;1
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Social Media;Social Media;240;4
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;240;6
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;240;9
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;4
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;System;Other;120;1
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;System;Other;60;4
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Navigation;Other;60;7
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Photos;Entertainment;60;1
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Navigation;Other;60;5
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;Video;Entertainment;60;1
hwyr5z1l;2023-06-14 00:00:00+00:00;phone;app;ios;System;Other;60;5
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1860;14
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;780;15
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;300;5
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;240;3
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;2
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;2
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;4
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;System;Other;120;5
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;System;Other;120;6
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;System;Other;60;4
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;2
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;Photos;Entertainment;60;5
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;2
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-06-15 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;5520;32
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1620;23
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Navigation;Other;1200;1
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;840;9
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;840;17
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Mobility;Other;660;14
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;540;15
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Photos;Entertainment;360;4
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;8
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Social Media;Social Media;240;5
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;System;Other;180;3
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Finance;Other;180;3
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Navigation;Other;120;2
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;System;Other;120;7
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;3
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;1
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;2
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;System;Other;60;3
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;60;1
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Translation;Other;60;1
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;60;1
hwyr5z1l;2023-06-16 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;120;2
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Mobility;Other;120;3
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Sport;Other;120;1
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;System;Other;120;1
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;4
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;60;1
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;System;Other;60;3
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;2
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;4380;51
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1860;34
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1140;7
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Navigation;Other;480;9
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;System;Other;300;19
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Photos;Entertainment;180;4
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;4
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;180;5
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Video;Entertainment;180;1
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;System;Other;180;4
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Sport;Other;120;1
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Food;Other;120;1
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;1
hwyr5z1l;2023-06-17 00:00:00+00:00;phone;app;ios;News;Entertainment;120;6
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3180;5
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2340;4
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;1800;19
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1200;14
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Photos;Entertainment;900;9
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Mobility;Other;900;15
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Mobility;Other;840;11
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;720;14
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;System;Other;420;9
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;360;4
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Navigation;Other;360;4
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;2
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;300;4
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;240;5
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;240;3
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;System;Other;180;1
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Social Media;Social Media;180;1
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Social Media;Social Media;180;1
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;120;2
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;System;Other;120;4
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;1
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;120;1
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-06-18 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;2
hwyr5z1l;2023-06-19 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;60;1
hwyr5z1l;2023-06-19 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;1
hwyr5z1l;2023-06-19 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;120;5
hwyr5z1l;2023-06-19 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;120;10
hwyr5z1l;2023-06-19 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-19 00:00:00+00:00;phone;app;ios;Mobility;Other;60;5
hwyr5z1l;2023-06-19 00:00:00+00:00;phone;app;ios;Mobility;Other;60;4
hwyr5z1l;2023-06-19 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-06-19 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-19 00:00:00+00:00;phone;app;ios;Photos;Entertainment;60;1
