ID,date,device,type,os,name,category,superCategory,time_spent,frequency
hwyr5z1l,2023-05-06 00:00:00+00:00,phone,app,ios,Formula1,Sport,Other,300,1
hwyr5z1l,2023-05-06 00:00:00+00:00,phone,app,ios,Signal,Messenger,Communication ICT,180,3
hwyr5z1l,2023-05-06 00:00:00+00:00,phone,app,ios,tucan,Study / Learning,Study / Work ICT,120,11
hwyr5z1l,2023-05-06 00:00:00+00:00,phone,app,ios,Whatsapp,Messenger,Communication ICT,60,3
hwyr5z1l,2023-05-06 00:00:00+00:00,phone,app,ios,Youtube,Video,Entertainment,60,1
hwyr5z1l,2023-05-06 00:00:00+00:00,phone,app,ios,Bereal,Social Media,Social Media,60,2
hwyr5z1l,2023-05-06 00:00:00+00:00,phone,app,ios,Lime,Mobility,Other,60,1
hwyr5z1l,2023-05-06 00:00:00+00:00,phone,app,ios,Fotos,Photos,Entertainment,60,1
hwyr5z1l,2023-05-06 00:00:00+00:00,phone,app,ios,Health,Health / Wellbeing,Other,60,4
hwyr5z1l,2023-05-06 00:00:00+00:00,phone,app,ios,LidlPlus,Food,Other,60,1
hwyr5z1l,2023-05-06 00:00:00+00:00,phone,app,ios,Discord,Messenger,Communication ICT,60,1
hwyr5z1l,2023-05-06 00:00:00+00:00,tablet,app,ios,F1TV,Video,Entertainment,4620,1
hwyr5z1l,2023-05-06 00:00:00+00:00,tablet,app,ios,Einstellungen,System,Other,840,10
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Youtube,Video,Entertainment,3300,7
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Maps,Navigation,Other,1320,2
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,960,7
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Uhr,System,Other,960,1
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Health,Health / Wellbeing,Other,360,13
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,300,16
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,SoundCloud,Music / Audio,Entertainment,300,9
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,GoogleMaps,Navigation,Other,240,1
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Imessage,Messenger,Communication ICT,240,2
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Onesec,Health / Wellbeing,Other,60,3
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Navigator(DBErsatz),Mobility,Other,60,3
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Wellpass,Sport,Other,60,4
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Snapchat,Social Media,Social Media,60,3
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Mail,Mail,Communication ICT,60,4
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Amazon,Shopping ,Entertainment,60,1
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Signal,Messenger,Communication ICT,60,3
hwyr5z1l,2023-05-07 00:00:00+00:00,phone,app,ios,Bolt,Mobility,Other,60,5
hwyr5z1l,2023-05-07 00:00:00+00:00,tablet,app,ios,F1TV,Video,Entertainment,4260,1
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,2400,18
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,Imessage,Messenger,Communication ICT,1800,14
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,Mail,Mail,Communication ICT,660,8
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,600,14
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,Einstellungen,System,Other,600,4
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,WhatsApp,Messenger,Communication ICT,360,7
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,Health,Health / Wellbeing,Other,240,2
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,Navigator(DBErsatz),Mobility,Other,240,11
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,Tutanota,Mail,Communication ICT,60,1
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,Amazon,Shopping ,Entertainment,60,1
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,Erinnerungen,System,Other,60,2
hwyr5z1l,2023-05-08 00:00:00+00:00,phone,app,ios,AppStore,Shopping ,Entertainment,60,3
hwyr5z1l,2023-05-08 00:00:00+00:00,tablet,app,ios,AppStore,Shopping ,Entertainment,240,1
hwyr5z1l,2023-05-08 00:00:00+00:00,tablet,app,ios,Einstellungen,System,Other,240,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,4080,17
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Imessage,Messenger,Communication ICT,2340,38
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,1080,16
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Einstellungen (Bildschirmzeit),System,Other,900,2
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Navigator(DBErsatz),Mobility,Other,540,20
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Headspace,Health / Wellbeing,Other,180,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Netflix,Video,Entertainment,180,2
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Signal,Messenger,Communication ICT,180,3
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Kamera,System,Other,180,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Post,Delivery,Other,60,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Mail,Mail,Communication ICT,180,3
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Snapchat,Social Media,Social Media,60,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,DBNavigator,Mobility,Other,60,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Paypal,Finance,Other,60,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Erinnerungen,System,Other,60,2
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Amazon,Shopping ,Entertainment,60,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,MensaDarmstadt,Food,Other,60,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,Tutanota,Mail,Communication ICT,60,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,app,ios,WarnWetter,News,Entertainment,60,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,website,ios,tagesschau.de,News,Entertainment,840,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,website,ios,google.de,Web Browser / Search Machine ,Other,600,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,website,ios,fahrrad-xxl.de,Shopping ,Entertainment,480,1
hwyr5z1l,2023-05-09 00:00:00+00:00,phone,website,ios,iphone-ticker.de,News,Entertainment,300,1
hwyr5z1l,2023-05-09 00:00:00+00:00,tablet,app,ios,NotabilityUni,Study / Learning,Study / Work ICT,11400,7
hwyr5z1l,2023-05-09 00:00:00+00:00,tablet,app,ios,Youtube,Video,Entertainment,3000,1
hwyr5z1l,2023-05-09 00:00:00+00:00,tablet,app,ios,Einstellungen (Bildschirmzeit),System,Other,60,1
hwyr5z1l,2023-05-09 00:00:00+00:00,tablet,app,ios,Nachrichten,News,Entertainment,60,1
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Imessage,Messenger,Communication ICT,2700,31
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,1920,21
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Headspace,Health / Wellbeing,Other,960,11
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Mail,Mail,Communication ICT,420,7
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,360,10
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,TK,Health / Wellbeing,Other,240,1
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Signal,Messenger,Communication ICT,240,4
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Einstellungen (Bildschirmzeit),System,Other,180,4
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Bolt,Mobility,Other,120,3
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Post,Delivery,Other,120,10
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Wikipedia,Research,Study / Work ICT,120,1
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Dateien,System,Other,60,2
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Navigator(DBErsatz),Mobility,Other,60,2
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,AppStore,Shopping ,Entertainment,60,1
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Wetter,News,Entertainment,60,3
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,Fitness,Sport,Other,60,1
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,NotabilityUni,Study / Learning,Study / Work ICT,60,3
hwyr5z1l,2023-05-10 00:00:00+00:00,phone,app,ios,PITime,Work,Study / Work ICT,60,4
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,2040,36
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,1320,8
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Imessage,Messenger,Communication ICT,1020,22
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Einstellungen (Bildschirmzeit),System,Other,660,2
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Watch,Shopping ,Entertainment,600,6
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Headspace,Health / Wellbeing,Other,420,4
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Strava,Sport,Other,540,1
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Snapchat,Social Media,Social Media,360,9
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Navigator(DBErsatz),Mobility,Other,300,13
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Signal,Messenger,Communication ICT,300,6
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Mail,Mail,Communication ICT,240,4
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Whatsapp,Messenger,Communication ICT,180,7
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Erinnerungen,System,Other,60,6
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Wikipedia,Research,Study / Work ICT,60,1
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Maps,Navigation,Other,60,2
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Post,Delivery,Other,60,3
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,MensaDarmstadt,Food,Other,60,3
hwyr5z1l,2023-05-11 00:00:00+00:00,phone,app,ios,Wetter,News,Entertainment,60,1
hwyr5z1l,2023-05-11 00:00:00+00:00,tablet,app,ios,NotabilityUni,Study / Learning,Study / Work ICT,16680,4
hwyr5z1l,2023-05-11 00:00:00+00:00,tablet,app,ios,Einstellungen (Bildschirmzeit),System,Other,1200,2
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,3180,29
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,1620,46
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,iMessage,Messenger,Communication ICT,660,12
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Headspace,Health / Wellbeing,Other,480,8
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Youtube,Video,Entertainment,300,1
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Kamera,System,Other,240,4
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,BeReal,Social Media,Social Media,240,7
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Signal,Messenger,Communication ICT,240,10
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Mail,Mail,Communication ICT,180,6
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,AirGuard,System,Other,180,1
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Fotos,Photos,Entertainment,180,8
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Einstellungen,System,Other,120,4
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Whatsapp,Messenger,Communication ICT,120,7
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Rechner,System,Other,120,9
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,TradeRepublic,Finance,Other,60,1
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Musik,Music / Audio,Entertainment,60,1
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,TK,Health / Wellbeing,Other,60,1
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Wetter,News,Entertainment,60,3
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Wellpass,Sport,Other,60,3
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,PITime,Work,Study / Work ICT,60,4
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Spritpreise,Shopping ,Entertainment,60,3
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Maps,Navigation,Other,60,1
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Tutanota,Mail,Communication ICT,60,1
hwyr5z1l,2023-05-12 00:00:00+00:00,phone,app,ios,Tomorrow,Finance,Other,120,1
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,3480,24
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,UberEats,Food,Other,900,1
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Health,Health / Wellbeing,Other,660,3
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Kamera,System,Other,540,4
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Fotos,Photos,Entertainment,480,3
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,360,16
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,AirGuard,System,Other,300,4
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Mail,Mail,Communication ICT,180,4
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Signal,Messenger,Communication ICT,180,4
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Headspace,Health / Wellbeing,Other,120,2
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Revolut,Finance,Other,120,2
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,eBayKleinanzeigen,Shopping ,Entertainment,120,1
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Ebay,Shopping ,Entertainment,60,2
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,GoogleMaps,Navigation,Other,60,2
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Strava,Sport,Other,60,1
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Maps,Navigation,Other,60,2
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Einstellungen,System,Other,60,1
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Fitness,Sport,Other,60,2
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Jlaw,Study / Learning,Study / Work ICT,60,1
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,BeReal,Social Media,Social Media,60,1
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,WarnWetter,News,Entertainment,60,2
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Post,Delivery,Other,60,4
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Wetter,News,Entertainment,60,1
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Tolino,Reading / Books,Entertainment,660,2
hwyr5z1l,2023-05-13 00:00:00+00:00,phone,app,ios,Onleihe,Reading / Books,Entertainment,720,1
hwyr5z1l,2023-05-13 00:00:00+00:00,tablet,app,ios,Notability,Notes,Study / Work ICT,3240,1
hwyr5z1l,2023-05-13 00:00:00+00:00,tablet,app,ios,Onleihe,Reading / Books,Entertainment,960,1
hwyr5z1l,2023-05-13 00:00:00+00:00,tablet,app,ios,Safari,Web Browser / Search Machine ,Other,840,1
hwyr5z1l,2023-05-13 00:00:00+00:00,tablet,app,ios,eBay,Shopping ,Entertainment,240,1
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,5460,24
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Einstellungen (Bildschirmzeit),System,Other,1080,2
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Headspace,Health / Wellbeing,Other,420,5
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Imessage,Messenger,Communication ICT,360,2
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Amazon,Shopping ,Entertainment,360,1
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Foodji,Food,Other,360,1
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,300,13
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Mail,Mail,Communication ICT,240,4
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Snapchat,Social Media,Social Media,60,2
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Maps,Navigation,Other,180,1
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,GoogleMaps,Navigation,Other,180,3
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,NikeRunClub,Sport,Other,180,1
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Discord,Messenger,Communication ICT,120,2
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Signal,Messenger,Communication ICT,120,4
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Bereal,Social Media,Social Media,120,2
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Fotos,Photos,Entertainment,120,1
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Kamera,System,Other,60,2
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Strava,Sport,Other,60,1
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Wikipedia,Research,Study / Work ICT,60,1
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Formula1,Sport,Other,60,1
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Ebay,Shopping ,Entertainment,60,1
hwyr5z1l,2023-05-14 00:00:00+00:00,phone,app,ios,Arc,Web Browser / Search Machine ,Other,180,1
hwyr5z1l,2023-05-14 00:00:00+00:00,tablet,app,ios,Safari,Web Browser / Search Machine ,Other,1320,1
hwyr5z1l,2023-05-14 00:00:00+00:00,tablet,app,ios,Einstellungen (Bildschirmzeit),System,Other,240,1
hwyr5z1l,2023-05-14 00:00:00+00:00,tablet,app,ios,AppStore,Shopping ,Entertainment,60,1
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,1920,14
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Notizen,Notes,Study / Work ICT,1620,4
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Discord,Messenger,Communication ICT,1380,4
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Imessage,Messenger,Communication ICT,1080,17
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Youtube,Video,Entertainment,900,1
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Whatsapp,Messenger,Communication ICT,480,17
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,420,26
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Mail,Mail,Communication ICT,240,7
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Navigator(DBErsatz),Mobility,Other,120,3
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Snapchat,Social Media,Social Media,120,5
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Einstellungen,System,Other,60,1
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Headspace,Health / Wellbeing,Other,60,1
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Tutanota,Mail,Communication ICT,60,1
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Post,Delivery,Other,60,3
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Rechner,System,Other,60,1
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Airguard,System,Other,60,2
hwyr5z1l,2023-05-15 00:00:00+00:00,phone,app,ios,Dateien,System,Other,60,1
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,3360,15
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Imessage,Messenger,Communication ICT,1860,28
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,1440,35
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Einstellungen (Bildschirmzeit),System,Other,840,2
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Navigator(DBErsatz),Mobility,Other,780,28
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Mail,Mail,Communication ICT,600,27
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,dm,Shopping ,Entertainment,540,4
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Post,Delivery,Other,480,10
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Whatsapp,Messenger,Communication ICT,480,3
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Wikipedia,Research,Study / Work ICT,420,1
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Splid,Shopping ,Entertainment,240,2
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Dateien,System,Other,240,1
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Rechner,System,Other,240,1
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Appstore,Shopping ,Entertainment,180,1
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,pon,Food,Other,180,5
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Signal,Messenger,Communication ICT,120,1
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Kalender,System,Other,120,5
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,HEadspace,Health / Wellbeing,Other,120,3
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Youtube,Video,Entertainment,120,1
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Snapchat,Social Media,Social Media,120,4
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Maps,Navigation,Other,120,1
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Kleinanzeigen,Shopping ,Entertainment,60,1
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,Airguard,System,Other,60,1
hwyr5z1l,2023-05-16 00:00:00+00:00,phone,app,ios,GoogleMaps,Navigation,Other,60,1
hwyr5z1l,2023-05-16 00:00:00+00:00,tablet,app,ios,NotabilityUni,Study / Learning,Study / Work ICT,7380,6
hwyr5z1l,2023-05-16 00:00:00+00:00,tablet,app,ios,Netflix,Video,Entertainment,840,1
hwyr5z1l,2023-05-16 00:00:00+00:00,tablet,app,ios,Safari,Web Browser / Search Machine ,Other,180,2
hwyr5z1l,2023-05-16 00:00:00+00:00,tablet,app,ios,Einstellungen (Bildschirmzeit),System,Other,60,1
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,1500,18
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Imessage,Messenger,Communication ICT,780,19
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Whatsapp,Messenger,Communication ICT,600,14
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,600,26
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Post,Delivery,Other,600,20
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Foodji,Food,Other,540,7
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Mail,Mail,Communication ICT,540,16
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Navigator(DBErsatz),Mobility,Other,360,7
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Youtube,Video,Entertainment,300,1
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Bereal,Social Media,Social Media,180,1
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Signal,Messenger,Communication ICT,180,4
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Fotos,Photos,Entertainment,180,4
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Formula1,Sport,Other,120,1
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Snapchat,Social Media,Social Media,120,2
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Tutanota,Mail,Communication ICT,60,1
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,HEadspace,Health / Wellbeing,Other,60,1
hwyr5z1l,2023-05-17 00:00:00+00:00,phone,app,ios,Kamera,System,Other,60,1
hwyr5z1l,2023-05-18 00:00:00+00:00,phone,app,ios,Safari,Web Browser / Search Machine ,Other,7140,34
hwyr5z1l,2023-05-18 00:00:00+00:00,phone,app,ios,Imessage,Messenger,Communication ICT,1260,20
hwyr5z1l,2023-05-18 00:00:00+00:00,phone,app,ios,Spotify,Music / Audio,Entertainment,840,16
hwyr5z1l,2023-05-18 00:00:00+00:00,phone,app,ios,Wikipedia,Research,Study / Work ICT,780,1
hwyr5z1l,2023-05-18 00:00:00+00:00,phone,app,ios,Whatsapp,Messenger,Communication ICT,780,5
hwyr5z1l,2023-05-18 00:00:00+00:00,phone,app,ios,Youtube,Video,Entertainment,660,1
hwyr5z1l,2023-05-18 00:00:00+00:00,phone,app,ios,Amazon,Shopping ,Entertainment,360,1
